height_cm,media,price_gbp,title,url,width_cm
53,Sprayed board,340,Candy Flop by Olly Fathers,https://www.bearspace.co.uk/product-page/candy-flop-by-olly-fathers,53
120,Sprayed board,400,Crossroads by Olly Fathers,https://www.bearspace.co.uk/product-page/crossroads-by-olly-fathers,120
33,"Various wood veneers, various woods, board",94,Constructed Veneer V by Olly Fathers,https://www.bearspace.co.uk/product-page/constructed-veneer-5-by-olly-fathers,33
32,"Various wood veneers, various woods, board",110,Constructed Veneer IV by Olly Fathers,https://www.bearspace.co.uk/product-page/constructed-veneer-4-by-olly-fathers,32
120,90x120,N/A,Overland I by Jane Ward,https://www.bearspace.co.uk/product-page/overland-i-by-jane-ward,120
70,"Spraypaint, board, card, digital print collage",194,Tommy by Olly Fathers,https://www.bearspace.co.uk/product-page/tommy-by-olly-fathers,70
21,"Spraypaint, vinyl, card, digital print collage",N/A,Collage 3 by Olly Fathers,https://www.bearspace.co.uk/product-page/collage-3-by-olly-fathers,21
24,"Various wood veneers, various woods, board",94,Constructed Veneer VI by Olly Fathers,https://www.bearspace.co.uk/product-page/constructed-veneer-5-by-olly-fathers-1,24
25,"Various wood veneers, various woods, board",94,Constructed Veneer VII by Olly Fathers,https://www.bearspace.co.uk/product-page/constructed-veneer-vii-by-olly-fathers,25
130,"Oil paint, spray paint & gold leaf on board",N/A,The Hurricane by Lucy Baker,https://www.bearspace.co.uk/product-page/the-hurricane-by-lucy-baker,130
40,"Oil paint, spray paint & gold leaf on board",N/A,OFF ROAD by Lucy Baker,https://www.bearspace.co.uk/product-page/off-road-by-lucy-baker,40
21,"Spraypaint, vinyl, card, digital print collage",N/A,Collage 2 by Olly Fathers,https://www.bearspace.co.uk/product-page/collage-2-by-olly-fathers,21
21,"Spraypaint, vinyl, card, digital print collage",N/A,Collage 1 by Olly Fathers,https://www.bearspace.co.uk/product-page/collage-1-by-olly-fathers,21
30,Acrylic paint on sprayed board,24,P8 by Olly Fathers,https://www.bearspace.co.uk/product-page/p8-by-olly-fathers,30
30,Acrylic paint on sprayed board,24,C6 by Olly Fathers,https://www.bearspace.co.uk/product-page/c6-by-olly-fathers,30
N/A,Digital print under acrylic with subframe,N/A,Portal 9 by Jane Ward,https://www.bearspace.co.uk/product-page/portal-9-by-jane-ward,N/A
30,Acrylic paint on sprayed board,24,C13 by Olly Fathers,https://www.bearspace.co.uk/product-page/c13-by-olly-fathers,30
N/A,Digital print under acrylic with subframe,N/A,Portal 8 by Jane Ward,https://www.bearspace.co.uk/product-page/portal-8-by-jane-ward,N/A
40,Oil paint & spray paint on board,N/A,Hurricane by Lucy Baker,https://www.bearspace.co.uk/product-page/hurricane-by-lucy-baker,40
N/A,Digital print under acrylic with subframe,N/A,Portal 7 by Jane Ward,https://www.bearspace.co.uk/product-page/portal-7-by-jane-ward,N/A
50,"oil on canvas with charcoal, watercolour and pencil",64,You Took My Breath Away by Dominic Bradnum,https://www.bearspace.co.uk/product-page/you-took-my-breath-away-by-dominic-bradnum,50
50,Inkjet Print (Hahnemuhle Ultra-Smooth),N/A,Balancing Acts II by Elise Wootten,https://www.bearspace.co.uk/product-page/balancing-acts-ii-by-elise-wootten,50
50,Inkjet Print (Hahnemuhle Ultra-Smooth),N/A,Balancing Acts I by Elise Wootten,https://www.bearspace.co.uk/product-page/balancing-acts-i-by-elise-wootten,50
80,"Oil with charcoal, watercolour and sand on canvas",140,As The Tide Turned by Dominic Bradnum,https://www.bearspace.co.uk/product-page/as-the-tide-turned-by-dominic-bradnum,80
30,Acrylic paint on sprayed board,24,P4 by Olly Fathers,https://www.bearspace.co.uk/product-page/p4-by-olly-fathers,30
50,Inkjet Print (Hahnemuhle Ultra-Smooth),N/A,Balancing Acts IV by Elise Wootten,https://www.bearspace.co.uk/product-page/balancing-acts-iv-by-elise-wootten,50
30,Acrylic paint on sprayed board,24,P1 by Olly Fathers,https://www.bearspace.co.uk/product-page/p1-by-olly-fathers,30
88,"Aluminium, Inkjet Vinyl Print",N/A,Somewhat Confusing I by Elise Wootten,https://www.bearspace.co.uk/product-page/somewhat-confusing-i-by-elise-wootten,88
50,Inkjet Print (Hahnemuhle Ultra-Smooth),N/A,Balancing Acts III by Elise Wootten,https://www.bearspace.co.uk/product-page/balancing-acts-iii-by-elise-wootten,50
50,Inkjet Print (Hahnemuhle Ultra-Smooth),N/A,Balancing Acts V by Elise Wootten,https://www.bearspace.co.uk/product-page/balancing-acts-v-by-elise-wootten,50
50,Set of four,N/A,All Recognisable Entities by Elise Wootten,https://www.bearspace.co.uk/product-page/all-recognisable-entities-by-elise-wootten,50
120,Archival digital print on canvas with dissolved canvas,N/A,The Ephemeral Isles by Jane Ward,https://www.bearspace.co.uk/product-page/the-ephemeral-isles-by-jane-ward,120
89,"Aluminium, Inkjet Vinyl Print",N/A,Somewhat Confusing II by Elise Wootten,https://www.bearspace.co.uk/product-page/somewhat-confusing-ii-by-elise-wootten,89
N/A,Digital print under acrylic with subframe,N/A,Portal 6 by Jane Ward,https://www.bearspace.co.uk/product-page/portal-6-by-jane-ward,N/A
130,"Oil paint, spray paint & gold leaf on board",N/A,Amazons by Lucy Baker,https://www.bearspace.co.uk/product-page/amazons-by-lucy-baker,130
34,"Oil paint, spray paint & gold leaf on board",N/A,Another Sunset by Lucy Baker,https://www.bearspace.co.uk/product-page/another-sunset-by-lucy-baker,34
14,16cm x 14cm,44,Kin by Vic Wright,https://www.bearspace.co.uk/product-page/kin-by-vic-wright,14
50,"oil with charcoal, watercolour and pencil on canvas",N/A,Morning Came by Dominic Bradnum,https://www.bearspace.co.uk/product-page/morning-came-by-dominic-bradnum,50
30,Digital print on Aluminium,N/A,Unfathomable Deeps by Jane Ward,https://www.bearspace.co.uk/product-page/unfathomable-deeps-by-jane-ward-1,30
30,Digital print on Aluminium,N/A,From Frozen Floods by Jane Ward,https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward-1,30
60,Digital print on canvas with dissolved ink,N/A,The Ephemeral Isles 5 by Jane Ward,https://www.bearspace.co.uk/product-page/the-ephemeral-isles-5a-by-jane-ward,60
60,Digital print on Aluminium,N/A,Castle 2 by Jane Ward,https://www.bearspace.co.uk/product-page/castle-2-by-jane-ward,60
60,Digital print on Aluminium,N/A,From Steep to Steep by Jane Ward,https://www.bearspace.co.uk/product-page/from-steep-to-steep-by-jane-ward,60
N/A,Digital print under acrylic with subframe,N/A,Portal 1 by Jane Ward,https://www.bearspace.co.uk/product-page/portal-1-by-jane-ward,N/A
15,"13K gold leaf, copper leaf, white casting cement, iron and pigment",N/A,Meld 5,https://www.bearspace.co.uk/product-page/copy-of-meld-5,15
54,"Resin, pigments, indian ink, watercolour paper, inkjet prints, MDF",N/A,FRAGMENTATION No.46 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-46-by-jim-cheatle,54
54,"Resin, pigments, canvas, paper, inkjet prints, MDF",N/A,FRAGMENTATION No.33 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-33-by-jim-cheatle,54
54,"Resin, pigments, inkjet prints, acrylic, paper, MDF",N/A,FRAGMENTATION No.45 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-45-by-jim-cheatle,54
882019,"Aluminium, Inkjet Vinyl Print",N/A,Somewhat Confusing III by Elise Wootten,https://www.bearspace.co.uk/product-page/somewhat-confusing-iii-by-elise-wootten,882019
54,"Resin, pigments, canvas, paper, inkjet prints, MDF",N/A,FRAGMENTATION No.17 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-17-by-jim-cheatle,54
54,"Resin, pigments, inkjet prints, canvas, MDF",N/A,FRAGMENTATION No.44 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-44-by-jim-cheatle,54
54,"Resin, pigments, paper, indian ink, inkjet prints, MDF",N/A,FRAGMENTATION No.10 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragmentation-no-10-by-jim-cheatle,54
23,"Resin, pigments, inkjet prints, MDF",N/A,Fragstudy 1 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragstudy-1-by-jim-cheatle,23
23,"Resin, pigments, inkjet prints, MDF",N/A,Fragstudy 2 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragstudy-2-by-jim-cheatle,23
120,Archival digital print on canvas with dissolved canvas,N/A,To The Zenith's Height by Jane Ward,https://www.bearspace.co.uk/product-page/to-the-zenith-s-height-by-jane-ward,120
23,"Resin, pigments, inkjet prints, MDF",N/A,Fragstudy 3 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragstudy-3-by-jim-cheatle,23
23,"Resin, pigments, inkjet prints, MDF",N/A,Fragstudy 7 by Jim Cheatle,https://www.bearspace.co.uk/product-page/fragstudy-5-by-jim-cheatle,23
60,Digital print on Aluminium,N/A,Those Hidden Ravines by Jane Ward,https://www.bearspace.co.uk/product-page/those-hidden-ravines-by-jane-ward,60
6,13k gold leaf and grey casting cement.,N/A,Facet by Vic Wright,https://www.bearspace.co.uk/product-page/facet-by-vic-wright,6
85,58W x 85.5Hcm,N/A,Green Sanctuary by Dionne Cole,https://www.bearspace.co.uk/product-page/green-sanctuary-by-dionne-cole,85
